id;airtable_id;название;бренд;линейка;вкус;тип;формат_пакетов;крепость;категория_крепости;количество_пакетов;вес_нетто;страна;описание;фото_url;цена_безнал;цена_нал;закупочная_цена;активен;created_at;updated_at;тип_эффекта;тип_аромки;насыщенность_аромки;отдаёт_никотином;цвет_пакетов;влажность;текучесть;тип_материал;код_товара;аналоги_коды;популярность;рейтинг;категория
251;rechrGiJqhDrfB9BL;KASTA 2xICE Вишня;KASTA;2xICE;Вишня;;Слим;105;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Терпкая;False;Розовый;Влажный;Не течёт;Целлюлоза;KASTA_2xICE;ШОК_150, DRYMOST_150, PEREDOZ_170, SIMPSONS_150, PODONKI_HARD, ISTERIKA_150;0;0.0;Снюс
252;recNxn4ped7OwVV7R;KASTA 2xICE Виноград;KASTA;2xICE;Виноград;;Слим;105;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Сладкая;False;Желтый;Влажный;Не течёт;Целлюлоза;KASTA_2xICE;ШОК_150, DRYMOST_150, PEREDOZ_170, SIMPSONS_150, PODONKI_HARD, ISTERIKA_150;0;0.0;Снюс
253;recJQAu6CNPzytN0I;KASTA 2xICE Яблоко;KASTA;2xICE;Яблоко;;Слим;105;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;False;Желтый;Влажный;Не течёт;Целлюлоза;KASTA_2xICE;ШОК_150, DRYMOST_150, PEREDOZ_170, SIMPSONS_150, PODONKI_HARD, ISTERIKA_150;0;0.0;Снюс
254;recG7h3oWbVKqio77;KASTA 2xICE Апельсин;KASTA;2xICE;Апельсин;;Слим;105;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;False;Оранжевый;Влажный;Не течёт;Целлюлоза;KASTA_2xICE;ШОК_150, DRYMOST_150, PEREDOZ_170, SIMPSONS_150, PODONKI_HARD, ISTERIKA_150;0;0.0;Снюс
255;recd1al2VbTmihrGW;KASTA 2xICE Манго;KASTA;2xICE;Манго;;Слим;105;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;False;Желтый;Влажный;Не течёт;Целлюлоза;KASTA_2xICE;ШОК_150, DRYMOST_150, PEREDOZ_170, SIMPSONS_150, PODONKI_HARD, ISTERIKA_150;0;0.0;Снюс
256;recuXJqWGUrnWwjtv;KASTA 2xICE Барбарис;KASTA;2xICE;Барбарис;;Слим;105;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Жвачки;Сладкая;False;Розовый;Влажный;Не течёт;Целлюлоза;KASTA_2xICE;ШОК_150, DRYMOST_150, PEREDOZ_170, SIMPSONS_150, PODONKI_HARD, ISTERIKA_150;0;0.0;Снюс
257;recyWHRZNyPzNlb5K;KASTA COVID Локдаун манго-личи;KASTA;COVID;Локдаун манго-личи;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Фрукты;Сладкая;True;Желтый;Липкий;Не течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
258;rec9stR8HhR1FIlge;KASTA COVID Малиновая самоизоляция;KASTA;COVID;Малиновая самоизоляция;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Ягоды;Сладкая;True;Розовый;Липкий;Течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
259;rec4X33iG7Djps6i3;KASTA COVID Фисташковый спутник;KASTA;COVID;Фисташковый спутник;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Десерты;Сладкая;True;Зеленый;Липкий;Не течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
260;rec9IUkStZ4aOTzmU;KASTA COVID Психоз из абсента;KASTA;COVID;Психоз из абсента;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Напитки;Терпкая;True;Зеленый;Липкий;Не течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
261;recvHGhktr0ElhkPa;KASTA COVID Грейпфрутовая вакцинация;KASTA;COVID;Грейпфрутовая вакцинация;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Фрукты;Терпкая;True;Красный;Липкий;Не течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
262;recZ9tY2rvU09PRUB;KASTA COVID Имбирная лихорадка;KASTA;COVID;Имбирная лихорадка;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Фрукты;Терпкая;False;Коричневый;Липкий;Не течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
263;recHByGnXN5IAZfkw;KASTA COVID Яблочный Сок;KASTA;COVID;Яблочный Сок;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Фрукты;Сладкая;True;Зеленый;Липкий;Не течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
264;recq2N6gRwCztZXjo;KASTA COVID Ванильный диагноз с колой;KASTA;COVID;Ванильный диагноз с колой;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Напитки;Сладкая;False;Желтый;Липкий;Не течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
265;recJX9U6RfIzQtY50;KASTA COVID ПЦР с малиновым пончиком;KASTA;COVID;ПЦР с малиновым пончиком;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Выпечка;Сладкая;False;Розовый;Липкий;Не течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
266;recvDfyYijYbrsY9H;KASTA COVID Нектариновый омикрон;KASTA;COVID;Нектариновый омикрон;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Фрукты;Сладкая;False;Желтый;Липкий;Не течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
267;recxZ4RwYUHUJRn2q;KASTA COVID Штамм бабл-гама и манго;KASTA;COVID;Штамм бабл-гама и манго;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Жвачки;Сладкая;True;Розовый;Липкий;Не течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
268;recPcQX2bH4zgoVkf;KASTA COVID Озноб - Виноградный лимонад;KASTA;COVID;Озноб - Виноградный лимонад;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Ягоды;Сладкая;True;Желтый;Влажный;Течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
269;recApYhV5m0QLq4gH;KASTA COVID Хворь из лесных ягод;KASTA;COVID;Хворь из лесных ягод;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Ягоды;Терпкая;False;Красный;Липкий;Не течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
270;recXtbSlWjgUS0wyy;KASTA COVID Вирус мохито;KASTA;COVID;Вирус мохито;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Напитки;Сладкая;False;Зеленый;Влажный;Течёт;Целлюлоза;KASTA_COVID;NICTECH_60, ШОК_X201, MAD_200, MAD_150, ICEBURN_MODERN, ISTERIKA_150, DRYMOST_150, DRYMOST_ARMAGEDON;0;0.0;Снюс
271;reczSOVBjQ2SoUEKx;KASTA DOTA INVOKER - Арбузная жвачка;KASTA;DOTA;INVOKER - Арбузная жвачка;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;True;Розовый;Липкий;Не течёт;Целлюлоза;KASTA_DOTA;SIMPSONS_150, ISTERIKA_150, MAD_150, MAD_200, ШОК_150, ШОК_X201, DRYMOST_150, DRYMOST_ARMAGEDON, PODONKI_HARD, PEREDOZ_170, ШОК_SHTORM200;0;0.0;Снюс
272;recONVc0SF2DqQ3Ui;KASTA DOTA TEMPLAR ASSASSIN - Грушевая жвачка;KASTA;DOTA;TEMPLAR ASSASSIN - Грушевая жвачка;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;True;Желтый;Липкий;Не течёт;Целлюлоза;KASTA_DOTA;SIMPSONS_150, ISTERIKA_150, MAD_150, MAD_200, ШОК_150, ШОК_X201, DRYMOST_150, DRYMOST_ARMAGEDON, PODONKI_HARD, PEREDOZ_170, ШОК_SHTORM200;0;0.0;Снюс
273;rechvG8kHpcFc7FOs;KASTA DOTA WRAITH KING - Банановая жвачка;KASTA;DOTA;WRAITH KING - Банановая жвачка;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;False;Желтый;Влажный;Не течёт;Целлюлоза;KASTA_DOTA;SIMPSONS_150, ISTERIKA_150, MAD_150, MAD_200, ШОК_150, ШОК_X201, DRYMOST_150, DRYMOST_ARMAGEDON, PODONKI_HARD, PEREDOZ_170, ШОК_SHTORM200;0;0.0;Снюс
274;rechyThvnipq65Yvz;KASTA DOTA PUCK - Ананасовая жвачка;KASTA;DOTA;PUCK - Ананасовая жвачка;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;True;Желтый;Липкий;Не течёт;Целлюлоза;KASTA_DOTA;SIMPSONS_150, ISTERIKA_150, MAD_150, MAD_200, ШОК_150, ШОК_X201, DRYMOST_150, DRYMOST_ARMAGEDON, PODONKI_HARD, PEREDOZ_170, ШОК_SHTORM200;0;0.0;Снюс
275;recm8EogFuBuA7MkD;KASTA DOTA DROW RANGER - мятная жвачка;KASTA;DOTA;DROW RANGER - мятная жвачка;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Мята;Сладкая;True;Белый;Липкий;Не течёт;Целлюлоза;KASTA_DOTA;SIMPSONS_150, ISTERIKA_150, MAD_150, MAD_200, ШОК_150, ШОК_X201, DRYMOST_150, DRYMOST_ARMAGEDON, PODONKI_HARD, PEREDOZ_170, ШОК_SHTORM200;0;0.0;Снюс
276;recceq1A1RwhXiuQD;KASTA DOTA DAZZLE - малиновая жвачка;KASTA;DOTA;DAZZLE - малиновая жвачка;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Сладкая;False;Розовый;Влажный;Течёт;Целлюлоза;KASTA_DOTA;SIMPSONS_150, ISTERIKA_150, MAD_150, MAD_200, ШОК_150, ШОК_X201, DRYMOST_150, DRYMOST_ARMAGEDON, PODONKI_HARD, PEREDOZ_170, ШОК_SHTORM200;0;0.0;Снюс
277;recgnSLkxJUNSeNri;KASTA DOTA PUDGE - яблочная жвачка;KASTA;DOTA;PUDGE - яблочная жвачка;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;True;Желтый;Липкий;Не течёт;Целлюлоза;KASTA_DOTA;SIMPSONS_150, ISTERIKA_150, MAD_150, MAD_200, ШОК_150, ШОК_X201, DRYMOST_150, DRYMOST_ARMAGEDON, PODONKI_HARD, PEREDOZ_170, ШОК_SHTORM200;0;0.0;Снюс
278;recj6uydaOrOAjYxg;KASTA DOTA BLOODSEEKER - грейпфрутовая жвачка;KASTA;DOTA;BLOODSEEKER - грейпфрутовая жвачка;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Терпкая;True;Желтый;Липкий;Течёт;Целлюлоза;KASTA_DOTA;SIMPSONS_150, ISTERIKA_150, MAD_150, MAD_200, ШОК_150, ШОК_X201, DRYMOST_150, DRYMOST_ARMAGEDON, PODONKI_HARD, PEREDOZ_170, ШОК_SHTORM200;0;0.0;Снюс
279;recOEcujSIreYOm0F;KASTA DOTA MONKEY KING - манговая жвачка;KASTA;DOTA;MONKEY KING - манговая жвачка;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;False;Желтый;Влажный;Течёт;Целлюлоза;KASTA_DOTA;SIMPSONS_150, ISTERIKA_150, MAD_150, MAD_200, ШОК_150, ШОК_X201, DRYMOST_150, DRYMOST_ARMAGEDON, PODONKI_HARD, PEREDOZ_170, ШОК_SHTORM200;0;0.0;Снюс
280;recbPB3srsJ8QR2OQ;KASTA DOTA SHADOW FIEND - двойная жвачка;KASTA;DOTA;SHADOW FIEND - двойная жвачка;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Жвачки;Сладкая;True;Белый;Липкий;Не течёт;Целлюлоза;KASTA_DOTA;SIMPSONS_150, ISTERIKA_150, MAD_150, MAD_200, ШОК_150, ШОК_X201, DRYMOST_150, DRYMOST_ARMAGEDON, PODONKI_HARD, PEREDOZ_170, ШОК_SHTORM200;0;0.0;Снюс
281;recg3PoLJmQKpCEFf;KASTA ANIME OBITO - Cinnamon - булочка с корицей;KASTA;ANIME;OBITO - Cinnamon - булочка с корицей;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Выпечка;Терпкая;False;Коричневый;Влажный;Не течёт;Целлюлоза;KASTA_ANIME;ШОК_150, ШОК_X201, DRYMOST_ARMAGEDON, ISTERIKA_205, BLAX_EVOLUTION, ICEBURN_MODERN, ШОК_150, MAD_150, ШОК_SHTORM200;0;0.0;Снюс
282;rec8DTb7ZIOdoniTh;KASTA ANIME SASUKE - голубика с мятой;KASTA;ANIME;SASUKE - голубика с мятой;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Сладкая;False;Голубой;Влажный;Не течёт;Целлюлоза;KASTA_ANIME;ШОК_150, ШОК_X201, DRYMOST_ARMAGEDON, ISTERIKA_205, BLAX_EVOLUTION, ICEBURN_MODERN, ШОК_150, MAD_150, ШОК_SHTORM200;0;0.0;Снюс
283;recT3c1WIqWVtvl1B;KASTA ANIME NARUTO - лимон с мятой;KASTA;ANIME;NARUTO - лимон с мятой;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Фрукты;Терпкая;True;Желтый;Липкий;Течёт;Целлюлоза;KASTA_ANIME;ШОК_150, ШОК_X201, DRYMOST_ARMAGEDON, ISTERIKA_205, BLAX_EVOLUTION, ICEBURN_MODERN, ШОК_150, MAD_150, ШОК_SHTORM200;0;0.0;Снюс
284;rec1LkVO7XrcRbumr;KASTA ANIME PAIN - крыжовник с мятой;KASTA;ANIME;PAIN - крыжовник с мятой;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Сладкая;False;Белый;Влажный;Не течёт;Целлюлоза;KASTA_ANIME;ШОК_150, ШОК_X201, DRYMOST_ARMAGEDON, ISTERIKA_205, BLAX_EVOLUTION, ICEBURN_MODERN, ШОК_150, MAD_150, ШОК_SHTORM200;0;0.0;Снюс
285;recCoUC8jXkWIlC3Q;KASTA ANIME KAKASHI - кактус с мятой;KASTA;ANIME;KAKASHI - кактус с мятой;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Цветы;Сладкая;True;Белый;Липкий;Не течёт;Целлюлоза;KASTA_ANIME;ШОК_150, ШОК_X201, DRYMOST_ARMAGEDON, ISTERIKA_205, BLAX_EVOLUTION, ICEBURN_MODERN, ШОК_150, MAD_150, ШОК_SHTORM200;0;0.0;Снюс
286;recT9uOtj5CfX5924;KASTA ANIME ITACHI - фанта с мятой;KASTA;ANIME;ITACHI - фанта с мятой;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Напитки;Сладкая;True;Желтый;Липкий;Не течёт;Целлюлоза;KASTA_ANIME;ШОК_150, ШОК_X201, DRYMOST_ARMAGEDON, ISTERIKA_205, BLAX_EVOLUTION, ICEBURN_MODERN, ШОК_150, MAD_150, ШОК_SHTORM200;0;0.0;Снюс
287;recLIB2uAEk48YzK6;KASTA ANIME JIRAYA - Черника;KASTA;ANIME;JIRAYA - Черника;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Ягоды;Сладкая;False;Голубой;Влажный;Не течёт;Целлюлоза;KASTA_ANIME;ШОК_150, ШОК_X201, DRYMOST_ARMAGEDON, ISTERIKA_205, BLAX_EVOLUTION, ICEBURN_MODERN, ШОК_150, MAD_150, ШОК_SHTORM200;0;0.0;Снюс
288;recA8zXuKTkLdAz7S;KASTA ANIME GUY - Земляника с мятой;KASTA;ANIME;GUY - Земляника с мятой;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Сладкая;True;Розовый;Влажный;Течёт;Целлюлоза;KASTA_ANIME;ШОК_150, ШОК_X201, DRYMOST_ARMAGEDON, ISTERIKA_205, BLAX_EVOLUTION, ICEBURN_MODERN, ШОК_150, MAD_150, ШОК_SHTORM200;0;0.0;Снюс
289;recl88uHCwyiuHiPv;KASTA ANIME TOBIRAMA - Холс;KASTA;ANIME;TOBIRAMA - Холс;;Слим;120;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Мята;Сладкая;True;Белый;Липкий;Не течёт;Целлюлоза;KASTA_ANIME;ШОК_150, ШОК_X201, DRYMOST_ARMAGEDON, ISTERIKA_205, BLAX_EVOLUTION, ICEBURN_MODERN, ШОК_150, MAD_150, ШОК_SHTORM200;0;0.0;Снюс
290;recafAbnm33M0lW4r;KASTA ANIME MINATO - Кумкват с мятой;KASTA;ANIME;MINATO - Кумкват с мятой;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Ягоды;Сладкая;False;Белый;Влажный;Не течёт;Целлюлоза;KASTA_ANIME;ШОК_150, ШОК_X201, DRYMOST_ARMAGEDON, ISTERIKA_205, BLAX_EVOLUTION, ICEBURN_MODERN, ШОК_150, MAD_150, ШОК_SHTORM200;0;0.0;Снюс
291;recS2WckHbIs0yLoD;KASTA ANIME HASHIRAMA - Черноплодная рябина;KASTA;ANIME;HASHIRAMA - Черноплодная рябина;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Терпкая;False;Синий;Влажный;Не течёт;Целлюлоза;KASTA_ANIME;ШОК_150, ШОК_X201, DRYMOST_ARMAGEDON, ISTERIKA_205, BLAX_EVOLUTION, ICEBURN_MODERN, ШОК_150, MAD_150, ШОК_SHTORM200;0;0.0;Снюс
292;recwVMcnFr3ZGK5nr;KASTA ANIME MADARA - Морс с мятой;KASTA;ANIME;MADARA - Морс с мятой;;Слим;120;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Напитки;Сладкая;False;Розовый;Влажный;;Целлюлоза;KASTA_ANIME;ШОК_150, ШОК_X201, DRYMOST_ARMAGEDON, ISTERIKA_205, BLAX_EVOLUTION, ICEBURN_MODERN, ШОК_150, MAD_150, ШОК_SHTORM200;0;0.0;Снюс
293;recohXCK9Q4LQuUzV;KASTA PHOBIA Апельсиновые конфеты;KASTA;PHOBIA;Апельсиновые конфеты;;Слим;125;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Фрукты;Сладкая;False;Оранжевый;Влажный;Не течёт;Целлюлоза;KASTA_PHOBIA;SIMPSONS_150, KASTA_101, NICTECH_60, MAD_200, FAFF_200, MAD_200, DRYMOST_ARMAGEDON, ШОК_SHTORM200;0;0.0;Снюс
294;recLP9HXo7iJbd5Pk;KASTA PHOBIA Вишнёвый лимонад;KASTA;PHOBIA;Вишнёвый лимонад;;Слим;125;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Ягоды;Сладкая;True;Розовый;Липкий;Не течёт;Целлюлоза;KASTA_PHOBIA;SIMPSONS_150, KASTA_101, NICTECH_60, MAD_200, FAFF_200, MAD_200, DRYMOST_ARMAGEDON, ШОК_SHTORM200;0;0.0;Снюс
295;recSzpjbSG7OK0M7M;KASTA PHOBIA Цитрус лёд;KASTA;PHOBIA;Цитрус лёд;;Слим;125;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Фрукты;Терпкая;False;Белый;Влажный;Не течёт;Целлюлоза;KASTA_PHOBIA;SIMPSONS_150, KASTA_101, NICTECH_60, MAD_200, FAFF_200, MAD_200, DRYMOST_ARMAGEDON, ШОК_SHTORM200;0;0.0;Снюс
296;recuMB0HtQ0hQOmD1;KASTA PHOBIA Тропическая жвачка;KASTA;PHOBIA;Тропическая жвачка;;Слим;125;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Фрукты;Сладкая;False;Желтый;Влажный;Не течёт;Целлюлоза;KASTA_PHOBIA;SIMPSONS_150, KASTA_101, NICTECH_60, MAD_200, FAFF_200, MAD_200, DRYMOST_ARMAGEDON, ШОК_SHTORM200;0;0.0;Снюс
297;recwPxUucCsMIc3XX;KASTA PHOBIA Лимон;KASTA;PHOBIA;Лимон;;Слим;125;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Фрукты;Терпкая;True;Желтый;Липкий;Не течёт;Целлюлоза;KASTA_PHOBIA;SIMPSONS_150, KASTA_101, NICTECH_60, MAD_200, FAFF_200, MAD_200, DRYMOST_ARMAGEDON, ШОК_SHTORM200;0;0.0;Снюс
298;recbrWcJPA6QoJuOX;KASTA PHOBIA Яблоко;KASTA;PHOBIA;Яблоко;;Слим;125;Очень крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Фрукты;Сладкая;True;Зеленый;Липкий;Не течёт;Целлюлоза;KASTA_PHOBIA;SIMPSONS_150, KASTA_101, NICTECH_60, MAD_200, FAFF_200, MAD_200, DRYMOST_ARMAGEDON, ШОК_SHTORM200;0;0.0;Снюс
299;recm6sslkTJKyNmFX;NICTECH 60 Чизкейк;NICTECH;60;Чизкейк;;Слим;60;Крепкий;20;;;;;550.0;500.0;230.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Выпечка;Приторная;True;Желтый;Липкий;Не течёт;Целлюлоза;NICTECH_60;KASTA_101, ШОК_X201, ШОК_SHTORM200, SIMPSONS_150, MAD_200;0;0.0;Снюс
