id;airtable_id;название;бренд;линейка;вкус;тип;формат_пакетов;крепость;категория_крепости;количество_пакетов;вес_нетто;страна;описание;фото_url;цена_безнал;цена_нал;закупочная_цена;активен;created_at;updated_at;тип_эффекта;тип_аромки;насыщенность_аромки;отдаёт_никотином;цвет_пакетов;влажность;текучесть;тип_материал;код_товара;аналоги_коды;популярность;рейтинг;категория
1;recZb27MdcNjhlhpY;ARQA  CLASSIC  BANANA CREAM - Банановый Крем;ARQA;CLASSIC;BANANA CREAM - Банановый Крем;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Десерты;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA _CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
2;recjfjeYhoM66xcg7;ARQA CLASSIC BLUBERRY MUFFIN - Черничный Маффин;ARQA;CLASSIC;BLUBERRY MUFFIN - Черничный Маффин;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Десерты;Приторная;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
3;rec3DwTRik8Of3ZUV;ARQA CLASSIC BUBBLE GUM - Жвачка;ARQA;CLASSIC;BUBBLE GUM - Жвачка;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Жвачки;Приторная;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
4;recEu0R1HwOYSyw8A;ARQA CLASSIC COLD BERRIES - Холодные Ягоды;ARQA;CLASSIC;COLD BERRIES - Холодные Ягоды;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
5;recKOMfcIbs2Fv8ew;ARQA CLASSIC COLD CARAMEL ICE CREAM - Карамельное Мороженое;ARQA;CLASSIC;COLD CARAMEL ICE CREAM - Карамельное Мороженое;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Десерты;Приторная;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
6;recfJ5K78r4CY6EkB;ARQA CLASSIC COLD CHERRY STRAWBERRY - Вишня и Клубника;ARQA;CLASSIC;COLD CHERRY STRAWBERRY - Вишня и Клубника;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
7;recnSVi1riDohRgJw;ARQA CLASSIC COLD DRY - Сухой Холод;ARQA;CLASSIC;COLD DRY - Сухой Холод;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Мята;Освежающая;False;Белый;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
8;recSQ3QBFlIc4SqQT;ARQA CLASSIC COLD MELON WATERMELON - Дыня и Арбуз;ARQA;CLASSIC;COLD MELON WATERMELON - Дыня и Арбуз;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;False;Желтый;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
9;recD9VC0Z9sMQapnb;ARQA CLASSIC ISABELLA GRAPE - Виноград;ARQA;CLASSIC;ISABELLA GRAPE - Виноград;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
10;recOas3m9L3qWEBLO;ARQA CLASSIC JUICE PEACH MANGO - Персик и Манго;ARQA;CLASSIC;JUICE PEACH MANGO - Персик и Манго;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Приторная;False;Белый;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
11;reciNvdUi8Q8WwCHr;ARQA CLASSIC MIX SOUR PINEAPPLE - Кислый Ананас;ARQA;CLASSIC;MIX SOUR PINEAPPLE - Кислый Ананас;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
12;recgFwJehyVkKojOl;ARQA CLASSIC MOJITO COCTAIL - Мохито;ARQA;CLASSIC;MOJITO COCTAIL - Мохито;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Напитки;Приторная;False;Желтый;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
13;recExPlpAApdnUPvt;ARQA CLASSIC NECTARINE BANANA - Нектарин и Банан;ARQA;CLASSIC;NECTARINE BANANA - Нектарин и Банан;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
14;rec1xKNHDgQmG8Vlt;ARQA CLASSIC NECTARINE VANILA - Нектарин и Ваниль;ARQA;CLASSIC;NECTARINE VANILA - Нектарин и Ваниль;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
15;recr0Gwwsdo7QC4f3;ARQA CLASSIC PINA COLADA - Пина Колада;ARQA;CLASSIC;PINA COLADA - Пина Колада;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Приторная;False;Светло-розовый;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
16;recirvrtCquotsw7v;ARQA CLASSIC QAR-INCH BERRIES - Дикие Ягоды;ARQA;CLASSIC;QAR-INCH BERRIES - Дикие Ягоды;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
17;recdKMxxYSi9lK8xF;ARQA CLASSIC RASPBERRY GRAPE - Малина Виноград;ARQA;CLASSIC;RASPBERRY GRAPE - Малина Виноград;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
18;recXOezYCY8OM4QnM;ARQA CLASSIC RUSSIAN CAKE - Русский Пирог;ARQA;CLASSIC;RUSSIAN CAKE - Русский Пирог;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Выпечка;Терпкая;False;Розовый;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
19;recUixPqnjeySAO7E;ARQA CLASSIC SCHWEPPES - Швепс;ARQA;CLASSIC;SCHWEPPES - Швепс;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Напитки;Сладкая;False;Розовый;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
20;recnBhHUqnqAInANz;ARQA CLASSIC SMOOTHIE MANGO STRAWBERRY - Смузи Манго и Клубники;ARQA;CLASSIC;SMOOTHIE MANGO STRAWBERRY - Смузи Манго и Клубники;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Напитки;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
21;recs0jqtCSQoIio2y;ARQA CLASSIC STRAWBERRY GUM - Клубничная Жвачка;ARQA;CLASSIC;STRAWBERRY GUM - Клубничная Жвачка;;Классический;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Жвачки;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSIC;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
22;recpUnzQrVCq5b4Z2;ARQA CLASSIC SLIM BANANA GUM - Банановая Жвачка;ARQA;CLASSIC SLIM;BANANA GUM - Банановая Жвачка;;Слим;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Жвачки;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSICSLIM;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
23;recEaH5LsqeoZ85EZ;ARQA CLASSIC SLIM COLD BARBERRY - Холодный Барбарис;ARQA;CLASSIC SLIM;COLD BARBERRY - Холодный Барбарис;;Слим;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Жвачки;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSICSLIM;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
24;recS2yaL4D5Bnekct;ARQA CLASSIC SLIM  DR. PEPPER - Дк.Пеппер;ARQA;CLASSIC SLIM;DR. PEPPER - Дк.Пеппер;;Слим;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Напитки;Приторная;False;Желтый;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSICSLIM;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
25;reciD6APunbu2mMnr;ARQA CLASSIC SLIM ORANGE FRESH - Апельсиновый Фреш;ARQA;CLASSIC SLIM;ORANGE FRESH - Апельсиновый Фреш;;Слим;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Приторная;False;Желтый;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSICSLIM;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
26;recoxZRJIIbs6uDAW;ARQA CLASSIC SLIM RASPBERRY JUICE - Малиновый Сок;ARQA;CLASSIC SLIM;RASPBERRY JUICE - Малиновый Сок;;Слим;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSICSLIM;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
27;recJQHUa2YWsSZPyR;ARQA CLASSIC SLIM TROPICAL FRUIT - Тропические Фрукты;ARQA;CLASSIC SLIM;TROPICAL FRUIT - Тропические Фрукты;;Слим;70;Лёгкий;20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_CLASSICSLIM;FAFF_65, FAFF_75, FEDRS ORIGINAL_SERIES8, CHN _45, ICEBURN_DOUBLELINE, FEDRS ORIGINAL_SERIES5, FEDRS ORIGINAL_SERIES9, ICEBURN_CLASSIC;0;0.0;Снюс
28;recuPv7hi8UEbAZzE;ARQA PREMIUM 120 Clove Mint - Гвоздика мята;ARQA;PREMIUM 120;Clove Mint - Гвоздика мята;;Слим;120;Средне-крепкий (к крепкому);20;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Цветы;Терпкая;False;Розовый;Увлажнённый;Не течёт;Целлюлоза;ARQA_PREMIUM120;FEDRS ORIGINAL_SERIES9, FEDRS ORIGINAL_SERIES10, FAFF_100, ICEBURN_CLASSIC, ICEBURN_CLASSICFLAME2.0, FAFF_75, FAFF_100;0;0.0;Снюс
29;recOm6XUBsaaqkfgk;ARQA PREMIUM 120 Cold Dry - Cухой холод;ARQA;PREMIUM 120;Cold Dry - Cухой холод;;Слим;120;Средне-крепкий (к крепкому);20;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Мята;Освежающая;False;Белый;Увлажнённый;Не течёт;Целлюлоза;ARQA_PREMIUM120;FEDRS ORIGINAL_SERIES9, FEDRS ORIGINAL_SERIES10, FAFF_100, ICEBURN_CLASSIC, ICEBURN_CLASSICFLAME2.0, FAFF_75, FAFF_100;0;0.0;Снюс
46;recO0fzlB48KXMbPv;ARQA STANDART 100 DOUBLE APPLE - Двойное Яблоко;ARQA;STANDART 100;DOUBLE APPLE - Двойное Яблоко;;Классический;100;Средне-крепкий (к лёгкому);20;;;;;450.0;400.0;195.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_STANDART100;FAFF_75, ICEBURN_CLASSIC, FEDRS ORIGINAL_SERIES8, ТРИНАШКА_BYICEBURN;0;0.0;Снюс
30;recPflWC5RdV17Bjj;ARQA PREMIUM 120 Cold Grapes - Холодный виноград;ARQA;PREMIUM 120;Cold Grapes - Холодный виноград;;Слим;120;Средне-крепкий (к крепкому);20;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Сладкая;False;Фиолетовый;Увлажнённый;Не течёт;Целлюлоза;ARQA_PREMIUM120;FEDRS ORIGINAL_SERIES9, FEDRS ORIGINAL_SERIES10, FAFF_100, ICEBURN_CLASSIC, ICEBURN_CLASSICFLAME2.0, FAFF_75, FAFF_100;0;0.0;Снюс
31;recpF1KRCOiBe9YjJ;ARQA PREMIUM 120 Fresh Mint - Свежая мята;ARQA;PREMIUM 120;Fresh Mint - Свежая мята;;Слим;120;Средне-крепкий (к крепкому);20;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Мята;Освежающая;False;Белый;Увлажнённый;Не течёт;Целлюлоза;ARQA_PREMIUM120;FEDRS ORIGINAL_SERIES9, FEDRS ORIGINAL_SERIES10, FAFF_100, ICEBURN_CLASSIC, ICEBURN_CLASSICFLAME2.0, FAFF_75, FAFF_100;0;0.0;Снюс
32;recFJb3bTOyHGmS8S;ARQA PREMIUM 120 Ice Cool - Ледяной холод;ARQA;PREMIUM 120;Ice Cool - Ледяной холод;;Слим;120;Средне-крепкий (к крепкому);20;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Мята;Освежающая;False;Белый;Увлажнённый;Не течёт;Целлюлоза;ARQA_PREMIUM120;FEDRS ORIGINAL_SERIES9, FEDRS ORIGINAL_SERIES10, FAFF_100, ICEBURN_CLASSIC, ICEBURN_CLASSICFLAME2.0, FAFF_75, FAFF_100;0;0.0;Снюс
33;recgmlDOO4WZb6SPR;ARQA PREMIUM 120 Osmanthus Mint - Османтус Мята;ARQA;PREMIUM 120;Osmanthus Mint - Османтус Мята;;Слим;120;Средне-крепкий (к крепкому);20;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Мята;Освежающая;False;Желтый;Увлажнённый;Не течёт;Целлюлоза;ARQA_PREMIUM120;FEDRS ORIGINAL_SERIES9, FEDRS ORIGINAL_SERIES10, FAFF_100, ICEBURN_CLASSIC, ICEBURN_CLASSICFLAME2.0, FAFF_75, FAFF_100;0;0.0;Снюс
34;rec7RmiP7r0GgoX67;ARQA PREMIUM 150 BUBBLICIOUS - Баббл Гам;ARQA;PREMIUM 150;BUBBLICIOUS - Баббл Гам;;Мини-слим;150;Крепкий;30;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Жвачки;Сладкая;False;Розовый;Увлажнённый;;Целлюлоза;ARQA_PREMIUM150;GUCCI_150, ICEBURN_GHETTO, ICEBURN_DOUBLEEXTREME, ТРИНАШКА_BYICEBURN, DLTA_MINI;0;0.0;Снюс
35;recZ8ufm7wMWYqfoG;ARQA PREMIUM 150 COLD CHERRY - Холодная вишня;ARQA;PREMIUM 150;COLD CHERRY - Холодная вишня;;Мини-слим;150;Крепкий;30;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Ягоды;Сладкая;False;Розовый;Увлажнённый;Не течёт;Целлюлоза;ARQA_PREMIUM150;GUCCI_150, ICEBURN_GHETTO, ICEBURN_DOUBLEEXTREME, ТРИНАШКА_BYICEBURN, DLTA_MINI;0;0.0;Снюс
36;recQXj7oAK1U3E3yh;ARQA PREMIUM 150 COLD COLA - Холодная кола;ARQA;PREMIUM 150;COLD COLA - Холодная кола;;Мини-слим;150;Крепкий;30;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Напитки;Сладкая;False;Коричневый;Увлажнённый;;Целлюлоза;ARQA_PREMIUM150;GUCCI_150, ICEBURN_GHETTO, ICEBURN_DOUBLEEXTREME, ТРИНАШКА_BYICEBURN, DLTA_MINI;0;0.0;Снюс
37;recP1UFzr8JDEit2B;ARQA PREMIUM 150  COLD DRY - Сухой холод;ARQA;PREMIUM 150;COLD DRY - Сухой холод;;Мини-слим;150;Крепкий;30;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Мята;Освежающая;False;Белый;Увлажнённый;Не течёт;Целлюлоза;ARQA_PREMIUM150;GUCCI_150, ICEBURN_GHETTO, ICEBURN_DOUBLEEXTREME, ТРИНАШКА_BYICEBURN, DLTA_MINI;0;0.0;Снюс
38;recxt7vi4H1wzjcA5;ARQA PREMIUM 150 COLD ENERGY - Холодный энергетик;ARQA;PREMIUM 150;COLD ENERGY - Холодный энергетик;;Мини-слим;150;Крепкий;30;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Напитки;Приторная;False;Желтый;Увлажнённый;;Целлюлоза;ARQA_PREMIUM150;GUCCI_150, ICEBURN_GHETTO, ICEBURN_DOUBLEEXTREME, ТРИНАШКА_BYICEBURN, DLTA_MINI;0;0.0;Снюс
39;rec1KZzqHNVbHJ4fE;ARQA PREMIUM 150 COLD GRAPE - Холодный виноград;ARQA;PREMIUM 150;COLD GRAPE - Холодный виноград;;Мини-слим;150;Крепкий;30;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Ягоды;Сладкая;False;Белый;Увлажнённый;Не течёт;Целлюлоза;ARQA_PREMIUM150;GUCCI_150, ICEBURN_GHETTO, ICEBURN_DOUBLEEXTREME, ТРИНАШКА_BYICEBURN, DLTA_MINI;0;0.0;Снюс
40;recf0yO56L7lEHF4E;ARQA PREMIUM 150 MANGO STRAWBERRY - Манго клубника;ARQA;PREMIUM 150;MANGO STRAWBERRY - Манго клубника;;Мини-слим;150;Крепкий;30;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;False;;Увлажнённый;Не течёт;Целлюлоза;ARQA_PREMIUM150;GUCCI_150, ICEBURN_GHETTO, ICEBURN_DOUBLEEXTREME, ТРИНАШКА_BYICEBURN, DLTA_MINI;0;0.0;Снюс
41;recgiqS3Wyr4QlS4w;ARQA PREMIUM 150 MELON WATERMELON - Арбуз дыня;ARQA;PREMIUM 150;MELON WATERMELON - Арбуз дыня;;Мини-слим;150;Крепкий;30;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Плавный;Фрукты;Сладкая;False;Желтый;Увлажнённый;Не течёт;Целлюлоза;ARQA_PREMIUM150;GUCCI_150, ICEBURN_GHETTO, ICEBURN_DOUBLEEXTREME, ТРИНАШКА_BYICEBURN, DLTA_MINI;0;0.0;Снюс
42;recJjxQ6Ma1oL3u0l;ARQA PREMIUM 150 PEACH MANGO - Персик манго;ARQA;PREMIUM 150;PEACH MANGO - Персик манго;;Мини-слим;150;Крепкий;30;;;;;500.0;450.0;235.0;True;2026-02-09T00:31:36.822844+00:00;2026-02-09T00:31:36.822844+00:00;Резкий;Фрукты;Сладкая;False;;Увлажнённый;;Целлюлоза;ARQA_PREMIUM150;GUCCI_150, ICEBURN_GHETTO, ICEBURN_DOUBLEEXTREME, ТРИНАШКА_BYICEBURN, DLTA_MINI;0;0.0;Снюс
